Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Endereco entrega;Bairro;CEP;Expedidor;Recebedor;Data frete;Prazo entrega;Tipo;Documento;Chave CT-e;Nº CT-e;Série;Emissão CT-e;Emissão NFS-e;NF;Qtd NF;Nº Pedidos;Nº Cotacao;Nº Coleta;CT-e 3º;Transportadora;AWB;Cia Aérea;Volumes;Kg Taxado;Kg Real;M3;Valor NF;Valor Frete;Valor Total do Serviço;Valor/Kg;% Frete/NF;Base Cálculo;% ICMS;Valor ICMS;% ICMS Antecipado;Valor ICMS Antecipado;Tabela de Preço;Classificação;Centro de Custo;Usuário
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MNE FERRAZOLI MATS DE CONSTR LTDA;Itapuí;SP;R PRUDENTE DE MORAES 165, 165;CENTRO;"=""17230000""";;;03/11/2025 17:33;07/11/2025 23:59;Frete normal;57424/262661;"=""41251160960473000596570030000574241026911109""";"=""57424""";"=""3""";03/11/2025;;"=""214810""";"=""1""";;;"=""71237""";;;;;17;117,00;38,79;0,39;3.303,12;96,50;96,50;0,82;2,92;89,17;12,00;10,70;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;R H TAKARA MATS PARA CONSTRUCAO;Itaquaquecetuba;SP;EST SAO PAULO MOGI 1700, 1700;VILA MONTE BELO;"=""08577000""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57426/262662;"=""41251160960473000596570030000574261501172942""";"=""57426""";"=""3""";03/11/2025;;"=""215053""";"=""1""";;;"=""71237""";;;;;4;18,00;9,52;0,06;566,24;64,51;64,51;3,58;11,39;63,38;12,00;7,61;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;AMERICO CENTER MATS P CONSTR EIRELI;Cajamar;SP;AV TENENTE MARQUES 6150, 6150;PORTAIS POLVILHO;"=""07790845""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57428/262663;"=""41251160960473000596570030000574281242770452""";"=""57428""";"=""3""";03/11/2025;;"=""215000""";"=""1""";;;"=""71237""";;;;;11;66,00;26,46;0,22;1.373,05;100,07;100,07;1,52;7,29;95,94;12,00;11,51;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;NICOM COMERCIO DE MATERIAIS PARA CONSTRUCOES LTDA;São Paulo;SP;R DOUTOR ABELARDO VERGUEIRO CESAR 2, 2;VILA ALEXANDRIA;"=""04635080""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57430/262664;"=""41251160960473000596570030000574301507990364""";"=""57430""";"=""3""";03/11/2025;;"=""215116""";"=""1""";;;"=""71237""";;;;;6;18,00;9,46;0,06;1.102,04;222,49;222,49;12,36;20,19;221,36;12,00;26,56;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COPAFER COMERCIAL LTDA;Santo André;SP;AV DOS ESTADOS 4555, 4555;SANTA TEREZINHA;"=""09210580""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57432/262669;"=""41251160960473000596570030000574321840625696""";"=""57432""";"=""3""";03/11/2025;;215028, 215074, 215080;"=""3""";;;"=""71237""";;;;;37;237,00;96,59;0,79;7.138,70;327,31;327,31;1,38;4,59;312,47;12,00;37,50;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;PONTO DAS TINTAS COM DE MAT DE CONSTRUCAO E TINTAS LTDA;São Paulo;SP;AV CONS CARRAO 1690, LOJA 1696, 1696;VILA CARRAO;"=""03402001""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57434/262670;"=""41251160960473000596570030000574341033560800""";"=""57434""";"=""3""";03/11/2025;;"=""215148""";"=""1""";;;"=""71237""";;;;;3;18,00;7,45;0,06;504,18;64,29;64,29;3,57;12,75;63,16;12,00;7,58;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MARSON DISTRIBUICAO LTDA;Serra Negra;SP;R 14 DE JULHO 580, 580;CENTRO;"=""13930000""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57436/262671;"=""41251160960473000596570030000574361331224862""";"=""57436""";"=""3""";03/11/2025;;"=""215146""";"=""1""";;;"=""71237""";;;;;13;180,00;48,32;0,60;1.875,15;137,53;137,53;0,76;7,33;126,26;12,00;15,15;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COPICAL BOTUCATU COM DE TINTAS LTDA;Botucatu;SP;R QUINTINO BOCAIUVA 100, 100;CENTRO;"=""18600120""";;;03/11/2025 17:33;11/11/2025 23:59;Frete normal;57438/262672;"=""41251160960473000596570030000574381833229717""";"=""57438""";"=""3""";03/11/2025;;"=""214828""";"=""1""";;;"=""71237""";;;;;20;108,00;31,13;0,36;2.761,10;88,09;88,09;0,82;3,19;81,33;12,00;9,76;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;TINTAS MC LTDA;Diadema;SP;AV LUIGI PAPAIZ 527, 527;CAMPANARIO;"=""09931610""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57440/262673;"=""41251160960473000596570030000574401818389588""";"=""57440""";"=""3""";03/11/2025;;"=""214823""";"=""1""";;;"=""71237""";;;;;9;54,00;17,01;0,18;2.106,72;249,74;249,74;4,62;11,85;246,36;12,00;29,56;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CENTRAL DAS CORES COM TINTAS LTDA;Mogi das Cruzes;SP;CORONEL CARDOSO DE SIQUEIRA 1290, 1290;VILA OLIVEIRA;"=""08795020""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57442/262674;"=""41251160960473000596570030000574421125724917""";"=""57442""";"=""3""";03/11/2025;;"=""215008""";"=""1""";;;"=""71237""";;;;;81;510,00;191,76;1,70;16.029,62;370,57;370,57;0,73;2,31;338,63;12,00;40,64;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CARBALLEDA E CARBALLEDA LTDA - ME;Dois Córregos;SP;R 15 DE NOVEMBRO 574, 574;CENTRO;"=""17300000""";;;03/11/2025 17:33;11/11/2025 23:59;Frete normal;57444/262675;"=""41251160960473000596570030000574441436690415""";"=""57444""";"=""3""";03/11/2025;;"=""214868""";"=""1""";;;"=""71237""";;;;;4;15,14;15,14;0,04;1.547,13;82,10;82,10;5,42;5,31;81,15;12,00;9,74;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;Santo André;SP;AVENIDA ITAMARATI 1157, 1157;VILA CURUCA;"=""09290730""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57446/262681;"=""41251160960473000596570030000574461063632959""";"=""57446""";"=""3""";03/11/2025;;"=""215075""";"=""1""";;;"=""71237""";;;;;5;27,00;17,52;0,09;1.357,55;71,00;71,00;2,63;5,23;69,31;12,00;8,32;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CASA DE TINTAS MANOLO LTDA;São Paulo;SP;R MARIA AMALIA L AZEVEDO 987, 987;TREMEMBE;"=""02350000""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57448/262682;"=""41251160960473000596570030000574481612685660""";"=""57448""";"=""3""";03/11/2025;;"=""214835""";"=""1""";;;"=""71237""";;;;;2;18,00;6,78;0,06;504,90;64,29;64,29;3,57;12,73;63,16;12,00;7,58;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CASA ASTURIAS MAT DE CONSTRUCAO LTDA ME;Arujá;SP;RUA SAO MIGUEL 575, 575;JORDANOPOLIS;"=""07411175""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57449/262683;"=""41251160960473000596570030000574491036278106""";"=""57449""";"=""3""";03/11/2025;;"=""214919""";"=""1""";;;"=""71237""";;;;;13;69,00;34,38;0,23;1.928,43;102,16;102,16;1,48;5,30;97,84;12,00;11,74;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;Santo André;SP;AV DOM PEDRO I 3166, 3166;SILVEIRA;"=""09110000""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57451/262684;"=""41251160960473000596570030000574511577996701""";"=""57451""";"=""3""";03/11/2025;;"=""214978""";"=""1""";;;"=""71237""";;;;;9;99,00;27,16;0,33;1.160,97;126,22;126,22;1,27;10,87;120,02;12,00;14,40;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;Mauá;SP;AV DR GETULIO VARGAS 100, 100;VILA GUARANI;"=""09310180""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57452/262685;"=""41251160960473000596570030000574521815549615""";"=""57452""";"=""3""";03/11/2025;;"=""214812""";"=""1""";;;"=""71237""";;;;;2;21,00;8,79;0,07;529,86;223,97;223,97;10,67;42,27;222,65;12,00;26,72;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;São Bernardo do Campo;SP;AV PIRAPORINHA 1111, GALPAO 1, 1;PLANALTO;"=""09891900""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57454/262686;"=""41251160960473000596570030000574541988765900""";"=""57454""";"=""3""";03/11/2025;;"=""214839""";"=""1""";;;"=""71237""";;;;;36;294,00;97,93;0,98;6.816,92;361,51;361,51;1,23;5,30;343,10;12,00;41,17;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;São Paulo;SP;AV CANAL DE TUTOIA 135, ANEXO 561, 561;JARDIM CAMARGO NOVO;"=""08121220""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57458/262695;"=""41251160960473000596570030000574581605909686""";"=""57458""";"=""3""";03/11/2025;;"=""215004""";"=""1""";;;"=""71237""";;;;;9;96,00;23,24;0,32;1.176,36;126,09;126,09;1,31;10,72;120,08;12,00;14,41;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COML LOPEMA MAT PARA CONST LTDA;Santo André;SP;DO ORATORIO 4906, 4906;JARDIM ANA MARIA;"=""09260510""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57459/262687;"=""41251160960473000596570030000574591220532644""";"=""57459""";"=""3""";03/11/2025;;"=""214925""";"=""1""";;;"=""71237""";;;;;7;57,00;15,44;0,19;1.343,76;91,17;91,17;1,60;6,78;87,60;12,00;10,51;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;Mauá;SP;AV ITAPARK 3245, 3245;JARDIM ITAPARK;"=""09350000""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57461/262696;"=""41251160960473000596570030000574611382644861""";"=""57461""";"=""3""";03/11/2025;;"=""215003""";"=""1""";;;"=""71237""";;;;;8;54,00;20,32;0,18;1.586,72;91,81;91,81;1,70;5,79;88,43;12,00;10,61;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ULTRA MAQUINAS COML DE FERRAMENTAS LTDA;São Paulo;SP;PC EUFROSINO DA CON 3513, CONJ 3517, 3517;JARDIM MARINGA;"=""03523015""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57462/262697;"=""41251160960473000596570030000574621445343194""";"=""57462""";"=""3""";03/11/2025;;"=""215013""";"=""1""";;;"=""71237""";;;;;8;45,00;19,83;0,15;2.348,95;87,38;87,38;1,94;3,72;84,56;12,00;10,15;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COML LOPEMA MAT PARA CONST LTDA;São Paulo;SP;AV DO ORATORIO 3330, 3330;JARDIM GUAIRACA;"=""03220200""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57465/262698;"=""41251160960473000596570030000574651276227119""";"=""57465""";"=""3""";03/11/2025;;"=""214924""";"=""1""";;;"=""71237""";;;;;15;189,00;40,22;0,63;1.808,52;123,25;123,25;0,65;6,81;111,41;12,00;13,37;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BIADOLA COMERCIO DE TINTAS EM GERAL REPRESENT COML DE MAQS E;São Paulo;SP;R SILVEIRA DA MOTA 89, 93;CAMBUCI;"=""01521010""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57466/262699;"=""41251160960473000596570030000574661097390179""";"=""57466""";"=""3""";03/11/2025;;"=""215001""";"=""1""";;;"=""71237""";;;;;9;39,00;11,73;0,13;1.499,04;75,64;75,64;1,94;5,05;73,20;12,00;8,78;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;GAMA DISTRIBUIDORA DE TINTAS LTDA;São Paulo;SP;EST VOVO CAROLINA 1821, 1821;GUAIANAZES;"=""08473370""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57470/262702;"=""41251160960473000596570030000574701037405598""";"=""57470""";"=""3""";03/11/2025;;215095, 215113, 215136;"=""3""";;;"=""71237""";;;;;101;426,00;298,20;1,42;15.455,64;472,74;472,74;1,11;3,06;446,06;12,00;53,53;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;São Bernardo do Campo;SP;R DOS VIANAS 2015, 2015;BAETA NEVES;"=""09760510""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57472/262700;"=""41251160960473000596570030000574721920301485""";"=""57472""";"=""3""";03/11/2025;;"=""214886""";"=""1""";;;"=""71237""";;;;;7;42,00;12,93;0,14;1.111,08;82,96;82,96;1,98;7,47;80,33;12,00;9,64;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COPAFER COMERCIAL LTDA;Mauá;SP;AV DR ALBERTO SOARES DE SAMPAI 2800, 2800;CAPUAVA;"=""09380000""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57474/262701;"=""41251160960473000596570030000574741579833235""";"=""57474""";"=""3""";03/11/2025;;"=""215023""";"=""1""";;;"=""71237""";;;;;20;159,00;44,00;0,53;2.899,58;264,54;264,54;1,66;9,12;254,58;12,00;30,55;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;SAO BENTO MATERIAL ELETRICO LTDA;Itaquaquecetuba;SP;EST ALBERTO HINOTO 3105, 3105;VILA SAO CARLOS;"=""08599515""";;;03/11/2025 17:33;06/11/2025 23:59;Frete normal;57475/262704;"=""41251160960473000596570030000574751172327210""";"=""57475""";"=""3""";03/11/2025;;"=""215145""";"=""1""";;;"=""71237""";;;;;5;39,00;9,98;0,13;619,62;72,64;72,64;1,86;11,72;70,20;12,00;8,42;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;UNICENTER MATERIAIS PARA CONSTRUCAO LTDA EPP;São Paulo;SP;AV IPANEMA 455, 455;VELEIROS;"=""04773010""";;;03/11/2025 17:33;05/11/2025 23:59;Frete normal;57476/262703;"=""41251160960473000596570030000574761870586758""";"=""57476""";"=""3""";03/11/2025;;"=""214993""";"=""1""";;;"=""71237""";;;;;2;6,00;3,24;0,02;680,16;62,31;62,31;10,38;9,16;61,93;12,00;7,43;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;L E F CARDOSO LIMITADA;São Paulo;SP;R MAX PLANCK 57, NIVEL SUBS, S;JARDIM COIMBRA;"=""03693030""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57450/262706;"=""41251160960473000596570030000574501950842401""";"=""57450""";"=""3""";03/11/2025;;"=""215035""";"=""1""";;;"=""71237""";;;;;35;285,00;113,71;0,95;8.700,07;206,20;206,20;0,72;2,37;188,35;12,00;22,60;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;PORAO DAS TINTAS COML LTDA EPP;São Paulo;SP;UBATA 24, 24;CIDADE DUTRA;"=""04806020""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57453/262707;"=""41251160960473000596570030000574531579131010""";"=""57453""";"=""3""";03/11/2025;;"=""214837""";"=""1""";;;"=""71237""";;;;;14;104,96;104,96;0,11;3.472,00;76,85;76,85;0,73;2,21;70,28;12,00;8,43;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;REDESIM CASA DA PINTURA LTDA;São Bernardo do Campo;SP;EST DOS ALVARENGAS 4077, 4077;ASSUNCAO;"=""09850550""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57455/262690;"=""41251160960473000596570030000574551412165047""";"=""57455""";"=""3""";03/11/2025;;"=""215149""";"=""1""";;;"=""71237""";;;;;6;45,00;14,94;0,15;982,58;82,72;82,72;1,84;8,42;79,90;12,00;9,59;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MULTI CENTER MATERIAIS P CONSTRUCAO E ACABAMENTOS LTDA;São Paulo;SP;R RAIMUNDO P DE MAGALHAES 12281, 12281;PARADA DE TAIPAS;"=""02938000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57456/262691;"=""41251160960473000596570030000574561092866098""";"=""57456""";"=""3""";03/11/2025;;215066, 215141;"=""2""";;;"=""71237""";;;;;50;456,00;126,52;1,52;6.930,24;306,09;306,09;0,67;4,42;277,53;12,00;33,30;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BARRANCA MAT DE CONSTRUCAO LTDA;São Paulo;SP;AV RAIMUNDO PEREIRA DE MAGALHA 5435, 5435;PIRITUBA;"=""02938000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57457/262692;"=""41251160960473000596570030000574571752304650""";"=""57457""";"=""3""";03/11/2025;;214959, 215143;"=""2""";;;"=""71237""";;;;;11;57,00;16,80;0,19;1.787,82;92,68;92,68;1,63;5,18;89,11;12,00;10,69;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ALVARES COM MATERIAIS CONST LTDA ME;Guarulhos;SP;AV JAIME REGALO PEREIRA 13, 13;CID JD CUMBICA;"=""07182000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57460/262688;"=""41251160960473000596570030000574601721513805""";"=""57460""";"=""3""";03/11/2025;;"=""214902""";"=""1""";;;"=""71237""";;;;;4;24,00;9,99;0,08;582,48;68,17;68,17;2,84;11,70;66,67;12,00;8,00;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BELA TINTAS LTDA;São Bernardo do Campo;SP;AV DO TABOAO 4404, 4404;TABOAO;"=""09657000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57463/262693;"=""41251160960473000596570030000574631418784107""";"=""57463""";"=""3""";03/11/2025;;"=""215101""";"=""1""";;;"=""71237""";;;;;4;30,00;9,58;0,10;604,95;68,62;68,62;2,29;11,34;66,74;12,00;8,01;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;TRES AMIGOS COM DE TINTAS LTDA EPP;Guarulhos;SP;VICENTE MELRO 1073, 1073;JARDIM VILA GALVAO;"=""07056110""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57464/262708;"=""41251160960473000596570030000574641853857292""";"=""57464""";"=""3""";03/11/2025;;"=""215140""";"=""1""";;;"=""71237""";;;;;60;891,00;187,97;2,97;6.789,60;575,07;575,07;0,65;8,47;519,27;12,00;62,31;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MF COM DE MATERIAIS PARA ESCRITORIO LTDA;São Paulo;SP;R PAMPLONA 1067, 1067;JD PAULISTA;"=""01405001""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57467/262689;"=""41251160960473000596570030000574671777106416""";"=""57467""";"=""3""";03/11/2025;;"=""215103""";"=""1""";;;"=""71237""";;;;;3;9,00;7,26;0,03;966,87;63,47;63,47;7,05;6,56;62,91;12,00;7,55;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;HIKARI MATS PARA CONST EIRELI EPP;São Paulo;SP;VACUNUNGA S/N, LOTE 16, S/N;PARQUE GUAIANAZES;"=""08431710""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57468/262709;"=""41251160960473000596570030000574681118920893""";"=""57468""";"=""3""";03/11/2025;;"=""214952""";"=""1""";;;"=""71237""";;;;;8;60,00;21,24;0,20;1.069,02;90,43;90,43;1,51;8,46;86,67;12,00;10,40;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
